Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status
Code table 4.0 - Product definition template number,,12,,"Derived forecasts based on all ensemble members at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval",,,,Operational
Code table 4.0 - Product definition template number,,13,,"Derived forecasts based on a cluster of ensemble members over a rectangular area, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval",,,,Operational
Code table 4.0 - Product definition template number,,14,,"Derived forecasts based on a cluster of ensemble members over a circular area, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval",,,,Operational
Code table 4.0 - Product definition template number,,15,,"Average, accumulation, extreme values or other statistically processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time",,,,Operational
Code table 4.0 - Product definition template number,,16-19,,Reserved,,,,Operational
Code table 4.0 - Product definition template number,,20,,Radar product,,,,Operational
Code table 4.0 - Product definition template number,,21-29,,Reserved,,,,Operational
Code table 4.0 - Product definition template number,,30,,Satellite product (deprecated),,,,Deprecated
Code table 4.0 - Product definition template number,,31,,Satellite product,,,,Operational
Code table 4.0 - Product definition template number,,32,,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data,,,,Operational
Code table 4.0 - Product definition template number,,33,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data",,,,Operational
Code table 4.0 - Product definition template number,,34,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",,,,Operational
Code table 4.0 - Product definition template number,,35,,Satellite product with or without associated quality values,,,,Operational
Code table 4.0 - Product definition template number,,36-39,,Reserved,,,,Operational
Code table 4.0 - Product definition template number,,40,,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents,,,,Operational
Code table 4.0 - Product definition template number,,41,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents",,,,Operational
Code table 4.0 - Product definition template number,,42,,"Average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents",,,,Operational
Code table 4.0 - Product definition template number,,43,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents",,,,Operational
Code table 4.0 - Product definition template number,,44,,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for aerosol,,,,Operational
Code table 4.0 - Product definition template number,,45,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for aerosol",,,,Operational
Code table 4.0 - Product definition template number,,46,,"Average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",,,,Operational
Code table 4.0 - Product definition template number,,47,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",,,,Operational
Code table 4.0 - Product definition template number,,48,,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol,,,,Operational
Code table 4.0 - Product definition template number,,49,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol",,,,Operational
Code table 4.0 - Product definition template number,,50,,Reserved,,,,Operational
Code table 4.0 - Product definition template number,,51,,Categorical forecasts at a horizontal level or in a horizontal layer at a point in time,,,,Operational
Code table 4.0 - Product definition template number,,52,,Reserved,,,,Operational
Code table 4.0 - Product definition template number,,53,,Partitioned parameters at a horizontal level or in a horizontal layer at a point in time,,,,Operational
Code table 4.0 - Product definition template number,,54,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for partitioned parameters",,,,Operational
Code table 4.0 - Product definition template number,,55,,Spatio-temporal changing tiles at a horizontal level or horizontal layer at a point in time,,,,Operational
Code table 4.0 - Product definition template number,,56,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for spatio-temporal changing tile parameters (deprecated)",,,,Deprecated
Code table 4.0 - Product definition template number,,57,,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function,,,,Operational
Code table 4.0 - Product definition template number,,58,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents based on a distribution function",,,,Operational
Code table 4.0 - Product definition template number,,59,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for spatio-temporal changing tile parameters (corrected version of template 4.56)",,,,Operational
Code table 4.0 - Product definition template number,,60,,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",,,,Operational
Code table 4.0 - Product definition template number,,61,,"Individual ensemble reforecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",,,,Operational
Code table 4.0 - Product definition template number,,62,,"Average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles at a horizontal level or horizontal layer at a point in time",,,,Operational
Code table 4.0 - Product definition template number,,63,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for spatio-temporal changing tiles",,,,Operational
Code table 4.0 - Product definition template number,,64-66,,Reserved,,,,Operational
Code table 4.0 - Product definition template number,,67,,"Average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",,,,Operational
Code table 4.0 - Product definition template number,,68,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents based on a distribution function",,,,Operational
Code table 4.0 - Product definition template number,,69,,Reserved,,,,Operational
Code table 4.0 - Product definition template number,,70,,Post-processing analysis or forecast at a horizontal level or in a horizontal layer at a point in time,,,,Operational
Code table 4.0 - Product definition template number,,71,,"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time",,,,Operational
Code table 4.0 - Product definition template number,,72,,"Post-processing average, accumulation, extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,,,Operational
Code table 4.0 - Product definition template number,,73,,"Post-processing individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous time interval",,,,Operational
Code table 4.0 - Product definition template number,,74-75,,Reserved,,,,Operational
Code table 4.0 - Product definition template number,,76,,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents with source or sink,,,,Operational
Code table 4.0 - Product definition template number,,77,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents with source or sink",,,,Operational
Code table 4.0 - Product definition template number,,78,,"Average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",,,,Operational
Code table 4.0 - Product definition template number,,79,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for atmospheric chemical constituents with source or sink",,,,Operational
Code table 4.0 - Product definition template number,,80,,Analysis or forecast at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol with source or sink,,,,Operational
Code table 4.0 - Product definition template number,,81,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for optical properties of aerosol with source or sink",,,,Operational
Code table 4.0 - Product definition template number,,82,,"Average, accumulation, and/or extreme values or other statistically processed values at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol with source or sink",,,,Operational
Code table 4.0 - Product definition template number,,83,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol with source or sink",,,,Operational
Code table 4.0 - Product definition template number,,84,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol with source or sink",,,,Operational
Code table 4.0 - Product definition template number,,85,,"Individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval for aerosol",,,,Operational
Code table 4.0 - Product definition template number,,86,,Quantile forecasts at a horizontal level or in a horizontal layer at a point in time,,,,Operational
Code table 4.0 - Product definition template number,,87,,Quantile forecasts at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval,,,,Operational
Code table 4.0 - Product definition template number,,88,,Analysis or forecast at a horizontal level or in a horizontal layer at a specified local time,,,,Operational
Code table 4.0 - Product definition template number,,89,,Post-processed quantile forecasts at a horizontal level or in a horizontal layer at a point in time,,,,Operational
